CASEID,RESOURCE,ROUND,EVENTID,ACTIVITY,STAGE,START,END,VIDEOSTART,VIDEOEND
1547915248799-video_1.g_CVC,R_31_1G,Post,1547914893183,Position probe,Ultrasound Preparation,01/19/2019 01:11:27,01/19/2019 01:11:30,687,690
1547915248799-video_1.g_CVC,R_31_1G,Post,1547914902981,Anesthetize,Venous puncture,01/19/2019 01:11:37,01/19/2019 01:11:45,697,705
1547915248799-video_1.g_CVC,R_31_1G,Post,1547914924607,Puncture,Venous puncture,01/19/2019 01:11:59,01/19/2019 01:12:35,719,755
1547915248799-video_1.g_CVC,R_31_1G,Post,1547914958737,Blood return,Venous puncture,01/19/2019 01:12:33,01/19/2019 01:12:33,753,753
1547915248799-video_1.g_CVC,R_31_1G,Post,1547914962322,Drop probe,Install Guidewire,01/19/2019 01:12:36,01/19/2019 01:12:36,756,756
1547915248799-video_1.g_CVC,R_31_1G,Post,1547914963690,Remove syringe,Install Guidewire,01/19/2019 01:12:38,01/19/2019 01:12:40,758,760
1547915248799-video_1.g_CVC,R_31_1G,Post,1547914968126,Guidewire install,Install Guidewire,01/19/2019 01:12:42,01/19/2019 01:13:39,762,819
1547915248799-video_1.g_CVC,R_31_1G,Post,1547915027918,Remove trocar,Install Guidewire,01/19/2019 01:13:42,01/19/2019 01:13:53,822,833
1547915248799-video_1.g_CVC,R_31_1G,Post,1547915042274,Check wire in short axis,Install Guidewire,01/19/2019 01:13:56,01/19/2019 01:14:16,836,856
1547915248799-video_1.g_CVC,R_31_1G,Post,1547915063103,Check wire in long axis,Install Guidewire,01/19/2019 01:14:17,01/19/2019 01:14:32,857,872
1547915248799-video_1.g_CVC,R_31_1G,Post,1547915078964,Wire in good position,Install Guidewire,01/19/2019 01:14:33,01/19/2019 01:14:33,873,873
1547915248799-video_1.g_CVC,R_31_1G,Post,1547915083388,Widen pathway,Install Catheter,01/19/2019 01:14:37,01/19/2019 01:15:04,877,904
1547915248799-video_1.g_CVC,R_31_1G,Post,1547915116347,Advance catheter,Install Catheter,01/19/2019 01:15:10,01/19/2019 01:16:29,910,989
1547915248799-video_1.g_CVC,R_31_1G,Post,1547915195698,Remove guidewire,Install Catheter,01/19/2019 01:16:30,01/19/2019 01:16:39,990,999
1547915248799-video_1.g_CVC,R_31_1G,Post,1547915207601,Check flow and reflow,Install Catheter,01/19/2019 01:16:42,01/19/2019 01:16:55,1002,1015
1547915248799-video_1.g_CVC,R_31_1G,Post,1547915222311,Check catheter position,Install Catheter,01/19/2019 01:16:56,01/19/2019 01:16:59,1016,1019
1547698148253-video_1.h_CVC,R_32_1H,Post,1547696704397,Prepare implements,Operator and Patient Preparation,01/17/2019 01:00:23,01/17/2019 01:00:50,23,50
1547698148253-video_1.h_CVC,R_32_1H,Post,1547696727067,Get in sterile clothes,Operator and Patient Preparation,01/17/2019 01:00:52,01/17/2019 01:01:22,52,82
1547698148253-video_1.h_CVC,R_32_1H,Post,1547696790228,Ultrasound configuration,Ultrasound Preparation,01/17/2019 01:01:23,01/17/2019 01:03:05,83,185
1547698148253-video_1.h_CVC,R_32_1H,Post,1547696953940,Prepare implements,Operator and Patient Preparation,01/17/2019 01:03:29,01/17/2019 01:03:29,209,209
1547698148253-video_1.h_CVC,R_32_1H,Post,1547696962050,Get in sterile clothes,Operator and Patient Preparation,01/17/2019 01:03:38,01/17/2019 01:05:04,218,304
1547698148253-video_1.h_CVC,R_32_1H,Post,1547696977579,Hand washing,Operator and Patient Preparation,01/17/2019 01:03:53,01/17/2019 01:04:05,233,245
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697036260,Prepare implements,Operator and Patient Preparation,01/17/2019 01:05:06,01/17/2019 01:05:33,306,333
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697058636,Clean puncture area,Operator and Patient Preparation,01/17/2019 01:05:35,01/17/2019 01:05:42,335,342
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697090312,Prepare implements,Operator and Patient Preparation,01/17/2019 01:05:44,01/17/2019 01:06:34,344,394
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697141954,Drap puncture area,Operator and Patient Preparation,01/17/2019 01:06:36,01/17/2019 01:07:07,396,427
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697182289,Cover probe,Ultrasound Preparation,01/17/2019 01:07:16,01/17/2019 01:08:37,436,517
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697235380,Gel in probe,Ultrasound Preparation,01/17/2019 01:08:09,01/17/2019 01:08:15,489,495
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697274542,Put sterile gel,Ultrasound Preparation,01/17/2019 01:08:48,01/17/2019 01:08:52,528,532
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697281155,Position probe,Ultrasound Preparation,01/17/2019 01:08:55,01/17/2019 01:09:07,535,547
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697294657,Ultrasound configuration,Ultrasound Preparation,01/17/2019 01:09:09,01/17/2019 01:09:16,549,556
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697311280,Anatomic identification,Locate Structures,01/17/2019 01:09:25,01/17/2019 01:09:25,565,565
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697325874,Anesthetize,Venous puncture,01/17/2019 01:09:40,01/17/2019 01:09:46,580,586
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697341112,Compression identification,Locate Structures,01/17/2019 01:09:55,01/17/2019 01:09:55,595,595
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697362900,Puncture,Venous puncture,01/17/2019 01:10:17,01/17/2019 01:13:26,617,806
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697570725,Blood return,Venous puncture,01/17/2019 01:13:27,01/17/2019 01:13:29,807,809
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697576580,Drop probe,Install Guidewire,01/17/2019 01:13:33,01/17/2019 01:13:33,813,813
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697577595,Remove syringe,Install Guidewire,01/17/2019 01:13:34,01/17/2019 01:13:34,814,814
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697591610,Guidewire install,Install Guidewire,01/17/2019 01:13:36,01/17/2019 01:14:10,816,850
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697628592,Remove trocar,Install Guidewire,01/17/2019 01:14:13,01/17/2019 01:14:16,853,856
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697636237,Check wire in short axis,Install Guidewire,01/17/2019 01:14:20,01/17/2019 01:14:34,860,874
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697651353,Check wire in long axis,Install Guidewire,01/17/2019 01:14:36,01/17/2019 01:14:54,876,894
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697714839,Compression identification,Locate Structures,01/17/2019 01:15:39,01/17/2019 01:15:39,939,939
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697716083,Anatomic identification,Locate Structures,01/17/2019 01:15:40,01/17/2019 01:15:40,940,940
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697724534,Puncture,Venous puncture,01/17/2019 01:15:49,01/17/2019 01:15:49,949,949
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697743423,Blood return,Venous puncture,01/17/2019 01:16:08,01/17/2019 01:16:08,968,968
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697747645,Drop probe,Install Guidewire,01/17/2019 01:16:12,01/17/2019 01:16:12,972,972
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697748927,Remove syringe,Install Guidewire,01/17/2019 01:16:13,01/17/2019 01:16:14,973,974
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697792682,Guidewire install,Install Guidewire,01/17/2019 01:16:17,01/17/2019 01:16:57,977,1017
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697837276,Remove trocar,Install Guidewire,01/17/2019 01:17:01,01/17/2019 01:17:04,1021,1024
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697842690,Check wire in short axis,Install Guidewire,01/17/2019 01:17:07,01/17/2019 01:17:13,1027,1033
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697850063,Check wire in long axis,Install Guidewire,01/17/2019 01:17:14,01/17/2019 01:17:47,1034,1067
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697924422,Widen pathway,Install Catheter,01/17/2019 01:18:28,01/17/2019 01:18:45,1108,1125
1547698148253-video_1.h_CVC,R_32_1H,Post,1547697944763,Advance catheter,Install Catheter,01/17/2019 01:18:49,01/17/2019 01:19:52,1129,1192
1547698148253-video_1.h_CVC,R_32_1H,Post,1547698009794,Remove guidewire,Install Catheter,01/17/2019 01:19:54,01/17/2019 01:20:27,1194,1227
1547698148253-video_1.h_CVC,R_32_1H,Post,1547698059760,Check catheter position,Install Catheter,01/17/2019 01:20:44,01/17/2019 01:20:44,1244,1244
1547698148253-video_1.h_CVC,R_32_1H,Post,1547698082821,Check flow and reflow,Install Catheter,01/17/2019 01:21:07,01/17/2019 01:21:53,1267,1313
1547986862398-video_1.l_CVC,R_33_1L,Post,1547985879213,Prepare implements,Operator and Patient Preparation,01/20/2019 01:00:24,01/20/2019 01:01:02,24,62
1547986862398-video_1.l_CVC,R_33_1L,Post,1547985894518,Get in sterile clothes,Operator and Patient Preparation,01/20/2019 01:00:39,01/20/2019 01:00:54,39,54
1547986862398-video_1.l_CVC,R_33_1L,Post,1547985920153,Hand washing,Operator and Patient Preparation,01/20/2019 01:01:05,01/20/2019 01:01:12,65,72
1547986862398-video_1.l_CVC,R_33_1L,Post,1547985956620,Get in sterile clothes,Operator and Patient Preparation,01/20/2019 01:01:14,01/20/2019 01:02:15,74,135
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986017590,Prepare implements,Operator and Patient Preparation,01/20/2019 01:02:19,01/20/2019 01:02:49,139,169
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986048781,Clean puncture area,Operator and Patient Preparation,01/20/2019 01:02:50,01/20/2019 01:03:18,170,198
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986080626,Drap puncture area,Operator and Patient Preparation,01/20/2019 01:03:22,01/20/2019 01:03:54,202,234
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986168525,Ultrasound configuration,Ultrasound Preparation,01/20/2019 01:03:58,01/20/2019 01:04:27,238,267
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986200117,Gel in probe,Ultrasound Preparation,01/20/2019 01:04:29,01/20/2019 01:04:32,269,272
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986205696,Cover probe,Ultrasound Preparation,01/20/2019 01:04:35,01/20/2019 01:06:20,275,380
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986346649,Prepare implements,Operator and Patient Preparation,01/20/2019 01:06:30,01/20/2019 01:06:53,390,413
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986376679,Put sterile gel,Ultrasound Preparation,01/20/2019 01:07:00,01/20/2019 01:07:07,420,427
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986415110,Position probe,Ultrasound Preparation,01/20/2019 01:07:14,01/20/2019 01:07:14,434,434
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986418431,Ultrasound configuration,Ultrasound Preparation,01/20/2019 01:07:17,01/20/2019 01:07:26,437,446
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986433432,Compression identification,Locate Structures,01/20/2019 01:07:32,01/20/2019 01:07:36,452,456
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986443088,Anesthetize,Venous puncture,01/20/2019 01:07:42,01/20/2019 01:07:44,462,464
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986451999,Prepare implements,Operator and Patient Preparation,01/20/2019 01:07:51,01/20/2019 01:08:04,471,484
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986471587,Position patient,Locate Structures,01/20/2019 01:08:10,01/20/2019 01:08:14,490,494
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986477363,Puncture,Venous puncture,01/20/2019 01:08:16,01/20/2019 01:08:41,496,521
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986500440,Blood return,Venous puncture,01/20/2019 01:08:39,01/20/2019 01:08:39,519,519
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986505174,Drop probe,Install Guidewire,01/20/2019 01:08:44,01/20/2019 01:08:44,524,524
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986508271,Remove syringe,Install Guidewire,01/20/2019 01:08:47,01/20/2019 01:08:47,527,527
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986514034,Guidewire install,Install Guidewire,01/20/2019 01:08:53,01/20/2019 01:09:41,533,581
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986566711,Remove trocar,Install Guidewire,01/20/2019 01:09:45,01/20/2019 01:09:49,585,589
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986575161,Check wire in short axis,Install Guidewire,01/20/2019 01:09:54,01/20/2019 01:10:11,594,611
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986591330,Check wire in long axis,Install Guidewire,01/20/2019 01:10:10,01/20/2019 01:11:08,610,668
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986681203,Wire in good position,Install Guidewire,01/20/2019 01:11:10,01/20/2019 01:11:10,670,670
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986685454,Widen pathway,Install Catheter,01/20/2019 01:11:14,01/20/2019 01:12:00,674,720
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986791382,Advance catheter,Install Catheter,01/20/2019 01:12:04,01/20/2019 01:12:51,724,771
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986829444,Remove guidewire,Install Catheter,01/20/2019 01:12:55,01/20/2019 01:13:00,775,780
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986838267,Check flow and reflow,Install Catheter,01/20/2019 01:13:04,01/20/2019 01:13:17,784,797
1547986862398-video_1.l_CVC,R_33_1L,Post,1547986853022,Check catheter position,Install Catheter,01/20/2019 01:13:18,01/20/2019 01:13:21,798,801
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312093184,Prepare implements,Operator and Patient Preparation,10/12/2018 02:00:39,10/12/2018 02:00:58,39,58
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312113315,Get in sterile clothes,Operator and Patient Preparation,10/12/2018 02:01:00,10/12/2018 02:01:13,60,73
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312143582,Ultrasound configuration,Ultrasound Preparation,10/12/2018 02:01:30,10/12/2018 02:01:45,90,105
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312194813,Gel in probe,Ultrasound Preparation,10/12/2018 02:01:46,10/12/2018 02:01:58,106,118
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312261275,Ultrasound configuration,Ultrasound Preparation,10/12/2018 02:02:04,10/12/2018 02:02:23,124,143
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312285085,Hand washing,Operator and Patient Preparation,10/12/2018 02:02:28,10/12/2018 02:03:19,148,199
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312337967,Get in sterile clothes,Operator and Patient Preparation,10/12/2018 02:03:21,10/12/2018 02:04:59,201,299
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312473271,Prepare implements,Operator and Patient Preparation,10/12/2018 02:05:11,10/12/2018 02:05:34,311,334
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312497664,Clean puncture area,Operator and Patient Preparation,10/12/2018 02:05:36,10/12/2018 02:06:08,336,368
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312535691,Drap puncture area,Operator and Patient Preparation,10/12/2018 02:06:14,10/12/2018 02:06:50,374,410
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312581533,Prepare implements,Operator and Patient Preparation,10/12/2018 02:06:59,10/12/2018 02:09:22,419,562
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312729301,Cover probe,Ultrasound Preparation,10/12/2018 02:09:27,10/12/2018 02:10:51,567,651
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312796971,Put sterile gel,Ultrasound Preparation,10/12/2018 02:10:52,10/12/2018 02:10:56,652,656
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312810136,Position probe,Ultrasound Preparation,10/12/2018 02:11:05,10/12/2018 02:11:10,665,670
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312832080,Anatomic identification,Locate Structures,10/12/2018 02:11:27,10/12/2018 02:11:58,687,718
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312885431,Compression identification,Locate Structures,10/12/2018 02:12:21,10/12/2018 02:12:24,741,744
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312928081,Prepare implements,Operator and Patient Preparation,10/12/2018 02:12:47,10/12/2018 02:13:08,767,788
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312952092,Position probe,Ultrasound Preparation,10/12/2018 02:13:11,10/12/2018 02:13:11,791,791
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312960354,Anesthetize,Venous puncture,10/12/2018 02:13:19,10/12/2018 02:13:38,799,818
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539312990737,Puncture,Venous puncture,10/12/2018 02:13:49,10/12/2018 02:16:34,829,994
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313156624,Blood return,Venous puncture,10/12/2018 02:16:35,10/12/2018 02:16:35,995,995
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313162484,Drop probe,Install Guidewire,10/12/2018 02:16:41,10/12/2018 02:16:41,1001,1001
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313181623,Puncture,Venous puncture,10/12/2018 03:17:00,10/12/2018 03:18:00,1020,1080
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313243506,Blood return,Venous puncture,10/12/2018 03:18:02,10/12/2018 03:18:02,1082,1082
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313245146,Drop probe,Install Guidewire,10/12/2018 03:18:04,10/12/2018 03:18:04,1084,1084
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313349213,Guidewire install,Install Guidewire,10/12/2018 03:18:11,10/12/2018 03:18:46,1091,1126
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313506246,Position probe,Ultrasound Preparation,10/12/2018 03:19:28,10/12/2018 03:19:28,1168,1168
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313513561,Puncture,Venous puncture,10/12/2018 03:19:43,10/12/2018 03:20:27,1183,1227
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313571080,Blood return,Venous puncture,10/12/2018 03:20:29,10/12/2018 03:20:29,1229,1229
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313574120,Drop probe,Install Guidewire,10/12/2018 03:20:32,10/12/2018 03:20:32,1232,1232
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313575372,Remove syringe,Install Guidewire,10/12/2018 03:20:34,10/12/2018 03:20:34,1234,1234
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313578768,Guidewire install,Install Guidewire,10/12/2018 03:20:37,10/12/2018 03:21:50,1237,1310
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313640635,Remove trocar,Install Guidewire,10/12/2018 03:21:56,10/12/2018 03:22:06,1316,1326
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313652843,Check wire in short axis,Install Guidewire,10/12/2018 03:22:14,10/12/2018 03:22:23,1334,1343
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313660241,Check wire in long axis,Install Guidewire,10/12/2018 03:22:25,10/12/2018 03:22:33,1345,1353
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313667321,Wire in good position,Install Guidewire,10/12/2018 03:22:36,10/12/2018 03:22:36,1356,1356
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313673258,Widen pathway,Install Catheter,10/12/2018 03:22:44,10/12/2018 03:23:17,1364,1397
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313699234,Advance catheter,Install Catheter,10/12/2018 03:23:23,10/12/2018 03:25:51,1403,1551
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313852977,Check wire in short axis,Install Guidewire,10/12/2018 03:26:08,10/12/2018 03:26:13,1568,1573
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313858822,Check wire in long axis,Install Guidewire,10/12/2018 03:26:14,10/12/2018 03:26:57,1574,1617
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313944800,Remove guidewire,Install Catheter,10/12/2018 03:27:01,10/12/2018 03:27:01,1621,1621
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313973177,Position probe,Ultrasound Preparation,10/12/2018 03:27:30,10/12/2018 03:27:30,1650,1650
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539313991033,Puncture,Venous puncture,10/12/2018 03:27:48,10/12/2018 03:28:57,1668,1737
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314062536,Blood return,Venous puncture,10/12/2018 03:28:59,10/12/2018 03:28:59,1739,1739
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314064290,Drop probe,Install Guidewire,10/12/2018 03:29:01,10/12/2018 03:29:01,1741,1741
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314067538,Remove syringe,Install Guidewire,10/12/2018 03:29:04,10/12/2018 03:29:04,1744,1744
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314071115,Guidewire install,Install Guidewire,10/12/2018 03:29:08,10/12/2018 03:29:28,1748,1768
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314093536,Check wire in short axis,Install Guidewire,10/12/2018 03:29:30,10/12/2018 03:29:32,1770,1772
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314097849,Check wire in long axis,Install Guidewire,10/12/2018 03:29:34,10/12/2018 03:30:10,1774,1810
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314141742,Remove trocar,Install Guidewire,10/12/2018 03:30:18,10/12/2018 03:30:21,1818,1821
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314148649,Check wire in long axis,Install Guidewire,10/12/2018 03:30:25,10/12/2018 03:31:04,1825,1864
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314197043,Check wire in short axis,Install Guidewire,10/12/2018 03:31:14,10/12/2018 03:31:51,1874,1911
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314237290,Check wire in long axis,Install Guidewire,10/12/2018 03:31:54,10/12/2018 03:32:01,1914,1921
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314270794,Advance catheter,Install Catheter,10/12/2018 03:32:27,10/12/2018 03:33:41,1947,2021
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314348285,Check wire in short axis,Install Guidewire,10/12/2018 03:33:45,10/12/2018 03:33:59,2025,2039
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314363338,Check wire in long axis,Install Guidewire,10/12/2018 03:34:00,10/12/2018 03:34:01,2040,2041
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314369788,Advance catheter,Install Catheter,10/12/2018 03:34:06,10/12/2018 03:34:14,2046,2054
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314378289,Remove guidewire,Install Catheter,10/12/2018 03:34:15,10/12/2018 03:34:15,2055,2055
1539314415211-video_2.1_CVC,R_21_1F,Pre,1539314385290,Check flow and reflow,Install Catheter,10/12/2018 03:34:22,10/12/2018 03:34:37,2062,2077
1547997805806-video_2.a_CVC,R_45_2A,Post,1547996700471,Prepare implements,Operator and Patient Preparation,01/20/2019 01:00:16,01/20/2019 01:01:06,16,66
1547997805806-video_2.a_CVC,R_45_2A,Post,1547996752341,Get in sterile clothes,Operator and Patient Preparation,01/20/2019 01:01:07,01/20/2019 01:01:46,67,106
1547997805806-video_2.a_CVC,R_45_2A,Post,1547996803318,Hand washing,Operator and Patient Preparation,01/20/2019 01:01:48,01/20/2019 01:02:07,108,127
1547997805806-video_2.a_CVC,R_45_2A,Post,1547996824135,Get in sterile clothes,Operator and Patient Preparation,01/20/2019 01:02:09,01/20/2019 01:04:15,129,255
1547997805806-video_2.a_CVC,R_45_2A,Post,1547996931907,Prepare implements,Operator and Patient Preparation,01/20/2019 01:04:17,01/20/2019 01:04:50,257,290
1547997805806-video_2.a_CVC,R_45_2A,Post,1547996986527,Clean puncture area,Operator and Patient Preparation,01/20/2019 01:04:52,01/20/2019 01:05:15,292,315
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997023849,Drap puncture area,Operator and Patient Preparation,01/20/2019 01:05:17,01/20/2019 01:05:47,317,347
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997062606,Prepare implements,Operator and Patient Preparation,01/20/2019 01:05:55,01/20/2019 01:07:00,355,420
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997130801,Ultrasound configuration,Ultrasound Preparation,01/20/2019 01:07:04,01/20/2019 01:07:51,424,471
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997183169,Cover probe,Ultrasound Preparation,01/20/2019 01:07:56,01/20/2019 01:10:10,476,610
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997200556,Gel in probe,Ultrasound Preparation,01/20/2019 01:08:13,01/20/2019 01:08:20,493,500
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997318986,Put sterile gel,Ultrasound Preparation,01/20/2019 01:10:12,01/20/2019 01:10:21,612,621
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997355699,Position probe,Ultrasound Preparation,01/20/2019 01:10:49,01/20/2019 01:10:49,649,649
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997370183,Ultrasound configuration,Ultrasound Preparation,01/20/2019 01:11:03,01/20/2019 01:11:31,663,691
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997400462,Anatomic identification,Locate Structures,01/20/2019 01:11:33,01/20/2019 01:11:33,693,693
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997404972,Compression identification,Locate Structures,01/20/2019 01:11:38,01/20/2019 01:11:38,698,698
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997454530,Anesthetize,Venous puncture,01/20/2019 01:12:28,01/20/2019 01:12:40,748,760
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997471695,Puncture,Venous puncture,01/20/2019 01:12:45,01/20/2019 01:13:09,765,789
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997497459,Blood return,Venous puncture,01/20/2019 01:13:10,01/20/2019 01:13:10,790,790
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997499312,Drop probe,Install Guidewire,01/20/2019 01:13:12,01/20/2019 01:13:12,792,792
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997507204,Remove syringe,Install Guidewire,01/20/2019 01:13:20,01/20/2019 01:13:30,800,810
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997522089,Guidewire install,Install Guidewire,01/20/2019 01:13:35,01/20/2019 01:14:47,815,887
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997601769,Remove trocar,Install Guidewire,01/20/2019 01:14:55,01/20/2019 01:15:01,895,901
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997609680,Check wire in short axis,Install Guidewire,01/20/2019 01:15:03,01/20/2019 01:15:10,903,910
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997618566,Check wire in long axis,Install Guidewire,01/20/2019 01:15:12,01/20/2019 01:15:15,912,915
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997623560,Wire in good position,Install Guidewire,01/20/2019 01:15:16,01/20/2019 01:15:16,916,916
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997628491,Widen pathway,Install Catheter,01/20/2019 01:15:21,01/20/2019 01:15:29,921,929
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997637912,Advance catheter,Install Catheter,01/20/2019 01:15:31,01/20/2019 01:16:59,931,1019
